:Data_List:  NOAAMgII.dat version 9.1
:Created:  2001 April 24
:Updated:  Daily
# The NOAA Mg II daily Index version 9.1
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center
# Please send comments and questions to Lawrence.Puga@noaa.gov or
# Rodney.Viereck@noaa.gov.
#
# Metadata:
# Year Month Day and Date in UTC
# MgII Core-to-wing ratio (no units)
# Data Source:
#     0 - No data (-999.0)
#     1 - NOAA TIROS and NOAA 9
#     2 - NOAA 11
#     3 - NOAA 9 (Alternate Algorithm)
#     4 - UARS SOLSTICE
#     5 - GOME Data
#     6 - NOAA 16
#
# Acknowledgements:  Tom Woods (CU LASP), Gary Rottman (CU LASP), and
# Giuliana de Toma (NCAR, HAO) for the SOLSTICE data.
# Mark Weber (U. Bremen, Germany) for the GOME data.
#
# The Mg II core-to-wing ratio is derived by taking the ratio of the h and
# k lines of the solar Mg II feature at 280 nm to the background or wings at
# approximately 278 nm and 282 nm.  The h and k lines are variable chromospheric
# emissions while the background emissions are more stable.  The result is a
# robust measure of chromospheric activity.  This ratio has been shown to be
# a good measure of solar UV and EUV emissions.
#
# Each of the data sets was scaled to the original NOAA TIROS NOAA 9 data
# set with a linear fit of the overlapping data.  The nature of the Mg II
# core-to-wing ratio and the quality of the data resulted in linear
# correlation coefficients between 0.98 and 0.999.
#
# References:
# Viereck and Puga, The NOAA Mg II core-to-wing solar index:
#   Construction of a 20-year time series of chromospheric variability from
#   multiple satellites., JGR, 104, pp9995-10005, May 1999.
# Viereck et al., The Mg II Index: A proxy for Solar EUV., GRL, 28,
#   pp1343-1346, April 2001.
#
#
# UTC Date and Time
#
# Year Month Day Date   MgII   Source
#------------------------------------
 1986  2 07  2/07/1986  0.2671   1
 1986  2 08  2/08/1986  0.2676   1
 1986  2 09  2/09/1986  -999.0   0
 1986  2 10  2/10/1986  0.2674   1
 1986  2 11  2/11/1986  0.2666   1
 1986  2 12  2/12/1986  0.2657   1
 1986  2 13  2/13/1986  0.2645   1
 1986  2 14  2/14/1986  -999.0   0
 1986  2 15  2/15/1986  -999.0   0
 1986  2 16  2/16/1986  0.2633   1
 1986  2 17  2/17/1986  0.2629   1
 1986  2 18  2/18/1986  0.2636   1
 1986  2 19  2/19/1986  0.2631   1
 1986  2 20  2/20/1986  -999.0   0
 1986  2 21  2/21/1986  0.2633   1
 1986  2 22  2/22/1986  0.2637   1
 1986  2 23  2/23/1986  0.2640   1
 1986  2 24  2/24/1986  0.2637   1
 1986  2 25  2/25/1986  -999.0   0
 1986  2 26  2/26/1986  0.2644   1
 1986  2 27  2/27/1986  -999.0   0
 1986  2 28  2/28/1986  0.2645   1
 1986  3 01  3/01/1986  0.2648   1
 1986  3 02  3/02/1986  0.2659   1
 1986  3 03  3/03/1986  -999.0   0
 1986  3 04  3/04/1986  0.2662   1
 1986  3 05  3/05/1986  0.2669   1
 1986  3 06  3/06/1986  0.2673   1
 1986  3 07  3/07/1986  0.2674   1
 1986  3 08  3/08/1986  0.2669   1
 1986  3 09  3/09/1986  -999.0   0
 1986  3 10  3/10/1986  0.2660   1
 1986  3 11  3/11/1986  0.2651   1
 1986  3 12  3/12/1986  0.2652   1
 1986  3 13  3/13/1986  0.2641   1
 1986  3 14  3/14/1986  -999.0   0
 1986  3 15  3/15/1986  0.2632   1
 1986  3 16  3/16/1986  0.2639   1
 1986  3 17  3/17/1986  0.2635   1
 1986  3 18  3/18/1986  0.2632   1
 1986  3 19  3/19/1986  0.2637   1
 1986  3 20  3/20/1986  -999.0   0
 1986  3 21  3/21/1986  0.2636   1
 1986  3 22  3/22/1986  0.2640   1
 1986  3 23  3/23/1986  0.2634   1
 1986  3 24  3/24/1986  0.2640   1
 1986  3 25  3/25/1986  -999.0   0
 1986  3 26  3/26/1986  0.2638   1
 1986  3 27  3/27/1986  0.2642   1
 1986  3 28  3/28/1986  0.2640   1
 1986  3 29  3/29/1986  0.2646   1
 1986  3 30  3/30/1986  0.2654   1
 1986  3 31  3/31/1986  -999.0   0
 1986  4 01  4/01/1986  0.2651   1
 1986  4 02  4/02/1986  -999.0   0
 1986  4 03  4/03/1986  0.2650   1
 1986  4 04  4/04/1986  0.2647   1
 1986  4 05  4/05/1986  0.2653   1
 1986  4 06  4/06/1986  0.2641   1
 1986  4 07  4/07/1986  -999.0   0
 1986  4 08  4/08/1986  -999.0   0
 1986  4 09  4/09/1986  0.2638   1
 1986  4 10  4/10/1986  0.2635   1
 1986  4 11  4/11/1986  0.2639   1
 1986  4 12  4/12/1986  -999.0   0
 1986  4 13  4/13/1986  0.2639   1
 1986  4 14  4/14/1986  0.2640   1
 1986  4 15  4/15/1986  -999.0   0
 1986  4 16  4/16/1986  0.2641   1
 1986  4 17  4/17/1986  -999.0   0
 1986  4 18  4/18/1986  0.2647   1
 1986  4 19  4/19/1986  -999.0   0
 1986  4 20  4/20/1986  0.2649   1
 1986  4 21  4/21/1986  0.2644   1
 1986  4 22  4/22/1986  0.2650   1
 1986  4 23  4/23/1986  -999.0   0
 1986  4 24  4/24/1986  0.2655   1
 1986  4 25  4/25/1986  0.2656   1
 1986  4 26  4/26/1986  0.2655   1
 1986  4 27  4/27/1986  0.2652   1
 1986  4 28  4/28/1986  -999.0   0
 1986  4 29  4/29/1986  -999.0   0
 1986  4 30  4/30/1986  0.2650   1
 1986  5 01  5/01/1986  -999.0   0
 1986  5 02  5/02/1986  -999.0   0
 1986  5 03  5/03/1986  -999.0   0
 1986  5 04  5/04/1986  -999.0   0
 1986  5 05  5/05/1986  0.2640   1
 1986  5 06  5/06/1986  0.2638   1
 1986  5 07  5/07/1986  0.2632   1
 1986  5 08  5/08/1986  0.2631   1
 1986  5 09  5/09/1986  0.2637   1
 1986  5 10  5/10/1986  -999.0   0
 1986  5 11  5/11/1986  -999.0   0
 1986  5 12  5/12/1986  0.2635   1
 1986  5 13  5/13/1986  0.2639   1
 1986  5 14  5/14/1986  0.2633   1
 1986  5 15  5/15/1986  -999.0   0
 1986  5 16  5/16/1986  0.2641   1
 1986  5 17  5/17/1986  0.2639   1
 1986  5 18  5/18/1986  0.2646   1
 1986  5 19  5/19/1986  0.2653   1
 1986  5 20  5/20/1986  0.2658   1
 1986  5 21  5/21/1986  0.2661   1
 1986  5 22  5/22/1986  -999.0   0
 1986  5 23  5/23/1986  0.2664   1
 1986  5 24  5/24/1986  0.2665   1
 1986  5 25  5/25/1986  0.2665   1
 1986  5 26  5/26/1986  0.2655   1
 1986  5 27  5/27/1986  0.2654   1
 1986  5 28  5/28/1986  0.2651   1
 1986  5 29  5/29/1986  0.2645   1
 1986  5 30  5/30/1986  0.2645   1
 1986  5 31  5/31/1986  0.2638   1
 1986  6 01  6/01/1986  0.2639   1
 1986  6 02  6/02/1986  0.2635   1
 1986  6 03  6/03/1986  0.2633   1
 1986  6 04  6/04/1986  0.2633   1
 1986  6 05  6/05/1986  0.2634   1
 1986  6 06  6/06/1986  0.2637   1
 1986  6 07  6/07/1986  0.2632   1
 1986  6 08  6/08/1986  0.2637   1
 1986  6 09  6/09/1986  0.2638   1
 1986  6 10  6/10/1986  0.2636   1
 1986  6 11  6/11/1986  0.2636   1
 1986  6 12  6/12/1986  0.2638   1
 1986  6 13  6/13/1986  0.2641   1
 1986  6 14  6/14/1986  0.2643   1
 1986  6 15  6/15/1986  0.2643   1
 1986  6 16  6/16/1986  0.2643   1
 1986  6 17  6/17/1986  0.2649   1
 1986  6 18  6/18/1986  0.2648   1
 1986  6 19  6/19/1986  0.2644   1
 1986  6 20  6/20/1986  0.2647   1
 1986  6 21  6/21/1986  0.2643   1
 1986  6 22  6/22/1986  0.2645   1
 1986  6 23  6/23/1986  0.2640   1
 1986  6 24  6/24/1986  0.2640   1
 1986  6 25  6/25/1986  0.2636   1
 1986  6 26  6/26/1986  0.2638   1
 1986  6 27  6/27/1986  0.2634   1
 1986  6 28  6/28/1986  0.2634   1
 1986  6 29  6/29/1986  0.2632   1
 1986  6 30  6/30/1986  0.2631   1
 1986  7 01  7/01/1986  0.2631   1
 1986  7 02  7/02/1986  0.2631   1
 1986  7 03  7/03/1986  0.2634   1
 1986  7 04  7/04/1986  0.2632   1
 1986  7 05  7/05/1986  0.2632   1
 1986  7 06  7/06/1986  0.2636   1
 1986  7 07  7/07/1986  0.2639   1
 1986  7 08  7/08/1986  0.2637   1
 1986  7 09  7/09/1986  0.2640   1
 1986  7 10  7/10/1986  0.2646   1
 1986  7 11  7/11/1986  0.2646   1
 1986  7 12  7/12/1986  0.2645   1
 1986  7 13  7/13/1986  0.2645   1
 1986  7 14  7/14/1986  0.2643   1
 1986  7 15  7/15/1986  0.2646   1
 1986  7 16  7/16/1986  0.2650   1
 1986  7 17  7/17/1986  0.2648   1
 1986  7 18  7/18/1986  0.2649   1
 1986  7 19  7/19/1986  0.2651   1
 1986  7 20  7/20/1986  0.2648   1
 1986  7 21  7/21/1986  0.2650   1
 1986  7 22  7/22/1986  0.2646   1
 1986  7 23  7/23/1986  0.2645   1
 1986  7 24  7/24/1986  0.2641   1
 1986  7 25  7/25/1986  0.2640   1
 1986  7 26  7/26/1986  0.2636   1
 1986  7 27  7/27/1986  0.2637   1
 1986  7 28  7/28/1986  0.2636   1
 1986  7 29  7/29/1986  0.2640   1
 1986  7 30  7/30/1986  0.2638   1
 1986  7 31  7/31/1986  0.2638   1
 1986  8 01  8/01/1986  0.2641   1
 1986  8 02  8/02/1986  0.2640   1
 1986  8 03  8/03/1986  0.2639   1
 1986  8 04  8/04/1986  0.2641   1
 1986  8 05  8/05/1986  0.2640   1
 1986  8 06  8/06/1986  0.2642   1
 1986  8 07  8/07/1986  0.2643   1
 1986  8 08  8/08/1986  0.2642   1
 1986  8 09  8/09/1986  0.2641   1
 1986  8 10  8/10/1986  0.2636   1
 1986  8 11  8/11/1986  0.2638   1
 1986  8 12  8/12/1986  0.2638   1
 1986  8 13  8/13/1986  0.2639   1
 1986  8 14  8/14/1986  0.2638   1
 1986  8 15  8/15/1986  0.2642   1
 1986  8 16  8/16/1986  0.2639   1
 1986  8 17  8/17/1986  0.2634   1
 1986  8 18  8/18/1986  0.2636   1
 1986  8 19  8/19/1986  0.2636   1
 1986  8 20  8/20/1986  0.2637   1
 1986  8 21  8/21/1986  0.2636   1
 1986  8 22  8/22/1986  0.2640   1
 1986  8 23  8/23/1986  0.2634   1
 1986  8 24  8/24/1986  0.2635   1
 1986  8 25  8/25/1986  0.2635   1
 1986  8 26  8/26/1986  0.2634   1
 1986  8 27  8/27/1986  0.2632   1
 1986  8 28  8/28/1986  0.2635   1
 1986  8 29  8/29/1986  0.2636   1
 1986  8 30  8/30/1986  0.2631   1
 1986  8 31  8/31/1986  0.2633   1
 1986  9 01  9/01/1986  0.2637   1
 1986  9 02  9/02/1986  0.2636   1
 1986  9 03  9/03/1986  0.2635   1
 1986  9 04  9/04/1986  0.2637   1
 1986  9 05  9/05/1986  0.2634   1
 1986  9 06  9/06/1986  0.2635   1
 1986  9 07  9/07/1986  0.2635   1
 1986  9 08  9/08/1986  0.2636   1
 1986  9 09  9/09/1986  0.2637   1
 1986  9 10  9/10/1986  0.2635   1
 1986  9 11  9/11/1986  0.2633   1
 1986  9 12  9/12/1986  0.2638   1
 1986  9 13  9/13/1986  0.2637   1
 1986  9 14  9/14/1986  0.2634   1
 1986  9 15  9/15/1986  0.2636   1
 1986  9 16  9/16/1986  0.2634   1
 1986  9 17  9/17/1986  0.2635   1
 1986  9 18  9/18/1986  0.2632   1
 1986  9 19  9/19/1986  0.2629   1
 1986  9 20  9/20/1986  0.2635   1
 1986  9 21  9/21/1986  0.2633   1
 1986  9 22  9/22/1986  0.2635   1
 1986  9 23  9/23/1986  0.2634   1
 1986  9 24  9/24/1986  0.2634   1
 1986  9 25  9/25/1986  0.2631   1
 1986  9 26  9/26/1986  0.2635   1
 1986  9 27  9/27/1986  0.2634   1
 1986  9 28  9/28/1986  0.2635   1
 1986  9 29  9/29/1986  0.2634   1
 1986  9 30  9/30/1986  0.2639   1
 1986 10 01 10/01/1986  0.2636   1
 1986 10 02 10/02/1986  0.2642   1
 1986 10 03 10/03/1986  0.2647   1
 1986 10 04 10/04/1986  0.2643   1
 1986 10 05 10/05/1986  0.2644   1
 1986 10 06 10/06/1986  0.2647   1
 1986 10 07 10/07/1986  0.2649   1
 1986 10 08 10/08/1986  0.2645   1
 1986 10 09 10/09/1986  0.2644   1
 1986 10 10 10/10/1986  0.2644   1
 1986 10 11 10/11/1986  0.2642   1
 1986 10 12 10/12/1986  0.2639   1
 1986 10 13 10/13/1986  0.2636   1
 1986 10 14 10/14/1986  0.2631   1
 1986 10 15 10/15/1986  0.2631   1
 1986 10 16 10/16/1986  0.2631   1
 1986 10 17 10/17/1986  0.2635   1
 1986 10 18 10/18/1986  0.2638   1
 1986 10 19 10/19/1986  0.2643   1
 1986 10 20 10/20/1986  0.2640   1
 1986 10 21 10/21/1986  0.2651   1
 1986 10 22 10/22/1986  0.2654   1
 1986 10 23 10/23/1986  0.2661   1
 1986 10 24 10/24/1986  0.2663   1
 1986 10 25 10/25/1986  0.2667   1
 1986 10 26 10/26/1986  0.2673   1
 1986 10 27 10/27/1986  0.2674   1
 1986 10 28 10/28/1986  0.2670   1
 1986 10 29 10/29/1986  0.2667   1
 1986 10 30 10/30/1986  0.2667   1
 1986 10 31 10/31/1986  0.2663   1
 1986 11 01 11/01/1986  0.2664   1
 1986 11 02 11/02/1986  0.2665   1
 1986 11 03 11/03/1986  0.2661   1
 1986 11 04 11/04/1986  0.2658   1
 1986 11 05 11/05/1986  0.2656   1
 1986 11 06 11/06/1986  0.2651   1
 1986 11 07 11/07/1986  0.2648   1
 1986 11 08 11/08/1986  0.2642   1
 1986 11 09 11/09/1986  0.2636   1
 1986 11 10 11/10/1986  0.2634   1
 1986 11 11 11/11/1986  0.2632   1
 1986 11 12 11/12/1986  0.2634   1
 1986 11 13 11/13/1986  0.2634   1
 1986 11 14 11/14/1986  0.2637   1
 1986 11 15 11/15/1986  0.2640   1
 1986 11 16 11/16/1986  0.2645   1
 1986 11 17 11/17/1986  0.2647   1
 1986 11 18 11/18/1986  0.2649   1
 1986 11 19 11/19/1986  0.2651   1
 1986 11 20 11/20/1986  0.2652   1
 1986 11 21 11/21/1986  0.2651   1
 1986 11 22 11/22/1986  0.2651   1
 1986 11 23 11/23/1986  0.2653   1
 1986 11 24 11/24/1986  0.2655   1
 1986 11 25 11/25/1986  0.2653   1
 1986 11 26 11/26/1986  0.2651   1
 1986 11 27 11/27/1986  0.2651   1
 1986 11 28 11/28/1986  0.2651   1
 1986 11 29 11/29/1986  0.2648   1
 1986 11 30 11/30/1986  0.2644   1
 1986 12 01 12/01/1986  0.2645   1
 1986 12 02 12/02/1986  0.2643   1
 1986 12 03 12/03/1986  0.2640   1
 1986 12 04 12/04/1986  0.2641   1
 1986 12 05 12/05/1986  0.2638   1
 1986 12 06 12/06/1986  0.2633   1
 1986 12 07 12/07/1986  0.2633   1
 1986 12 08 12/08/1986  0.2634   1
 1986 12 09 12/09/1986  0.2633   1
 1986 12 10 12/10/1986  0.2636   1
 1986 12 11 12/11/1986  0.2638   1
 1986 12 12 12/12/1986  0.2640   1
 1986 12 13 12/13/1986  0.2643   1
 1986 12 14 12/14/1986  0.2644   1
 1986 12 15 12/15/1986  0.2642   1
 1986 12 16 12/16/1986  0.2645   1
 1986 12 17 12/17/1986  0.2645   1
 1986 12 18 12/18/1986  0.2647   1
 1986 12 19 12/19/1986  0.2644   1
 1986 12 20 12/20/1986  0.2642   1
 1986 12 21 12/21/1986  0.2645   1
 1986 12 22 12/22/1986  0.2645   1
 1986 12 23 12/23/1986  0.2643   1
 1986 12 24 12/24/1986  0.2641   1
 1986 12 25 12/25/1986  0.2643   1
 1986 12 26 12/26/1986  0.2643   1
 1986 12 27 12/27/1986  0.2640   1
 1986 12 28 12/28/1986  0.2640   1
 1986 12 29 12/29/1986  0.2638   1
 1986 12 30 12/30/1986  -999.0   0
 1986 12 31 12/31/1986  0.2634   1
 1987  1 01  1/01/1987  0.2636   1
 1987  1 02  1/02/1987  0.2635   1
 1987  1 03  1/03/1987  0.2634   1
 1987  1 04  1/04/1987  0.2636   1
 1987  1 05  1/05/1987  0.2636   1
 1987  1 06  1/06/1987  0.2636   1
 1987  1 07  1/07/1987  0.2636   1
 1987  1 08  1/08/1987  0.2636   1
 1987  1 09  1/09/1987  0.2638   1
 1987  1 10  1/10/1987  0.2635   1
 1987  1 11  1/11/1987  0.2636   1
 1987  1 12  1/12/1987  0.2638   1
 1987  1 13  1/13/1987  0.2636   1
 1987  1 14  1/14/1987  0.2638   1
 1987  1 15  1/15/1987  0.2641   1
 1987  1 16  1/16/1987  0.2644   1
 1987  1 17  1/17/1987  0.2644   1
 1987  1 18  1/18/1987  0.2648   1
 1987  1 19  1/19/1987  0.2647   1
 1987  1 20  1/20/1987  0.2647   1
 1987  1 21  1/21/1987  0.2647   1
 1987  1 22  1/22/1987  0.2650   1
 1987  1 23  1/23/1987  0.2651   1
 1987  1 24  1/24/1987  0.2648   1
 1987  1 25  1/25/1987  0.2643   1
 1987  1 26  1/26/1987  0.2642   1
 1987  1 27  1/27/1987  0.2639   1
 1987  1 28  1/28/1987  0.2637   1
 1987  1 29  1/29/1987  0.2637   1
 1987  1 30  1/30/1987  0.2637   1
 1987  1 31  1/31/1987  0.2638   1
 1987  2 01  2/01/1987  -999.0   0
 1987  2 02  2/02/1987  0.2635   1
 1987  2 03  2/03/1987  0.2636   1
 1987  2 04  2/04/1987  0.2634   1
 1987  2 05  2/05/1987  0.2635   1
 1987  2 06  2/06/1987  0.2635   1
 1987  2 07  2/07/1987  0.2633   1
 1987  2 08  2/08/1987  0.2635   1
 1987  2 09  2/09/1987  0.2637   1
 1987  2 10  2/10/1987  0.2637   1
 1987  2 11  2/11/1987  0.2636   1
 1987  2 12  2/12/1987  0.2639   1
 1987  2 13  2/13/1987  0.2640   1
 1987  2 14  2/14/1987  0.2639   1
 1987  2 15  2/15/1987  0.2643   1
 1987  2 16  2/16/1987  0.2642   1
 1987  2 17  2/17/1987  0.2640   1
 1987  2 18  2/18/1987  0.2640   1
 1987  2 19  2/19/1987  0.2642   1
 1987  2 20  2/20/1987  0.2639   1
 1987  2 21  2/21/1987  0.2643   1
 1987  2 22  2/22/1987  0.2642   1
 1987  2 23  2/23/1987  0.2641   1
 1987  2 24  2/24/1987  -999.0   0
 1987  2 25  2/25/1987  0.2639   1
 1987  2 26  2/26/1987  0.2641   1
 1987  2 27  2/27/1987  0.2643   1
 1987  2 28  2/28/1987  0.2642   1
 1987  3 01  3/01/1987  0.2641   1
 1987  3 02  3/02/1987  0.2643   1
 1987  3 03  3/03/1987  0.2641   1
 1987  3 04  3/04/1987  0.2642   1
 1987  3 05  3/05/1987  0.2642   1
 1987  3 06  3/06/1987  0.2641   1
 1987  3 07  3/07/1987  0.2642   1
 1987  3 08  3/08/1987  0.2642   1
 1987  3 09  3/09/1987  0.2641   1
 1987  3 10  3/10/1987  0.2637   1
 1987  3 11  3/11/1987  0.2635   1
 1987  3 12  3/12/1987  0.2636   1
 1987  3 13  3/13/1987  0.2635   1
 1987  3 14  3/14/1987  0.2636   1
 1987  3 15  3/15/1987  0.2641   1
 1987  3 16  3/16/1987  0.2639   1
 1987  3 17  3/17/1987  0.2641   1
 1987  3 18  3/18/1987  0.2643   1
 1987  3 19  3/19/1987  0.2644   1
 1987  3 20  3/20/1987  0.2647   1
 1987  3 21  3/21/1987  0.2649   1
 1987  3 22  3/22/1987  0.2649   1
 1987  3 23  3/23/1987  0.2647   1
 1987  3 24  3/24/1987  0.2648   1
 1987  3 25  3/25/1987  0.2647   1
 1987  3 26  3/26/1987  0.2646   1
 1987  3 27  3/27/1987  0.2645   1
 1987  3 28  3/28/1987  0.2644   1
 1987  3 29  3/29/1987  0.2644   1
 1987  3 30  3/30/1987  0.2642   1
 1987  3 31  3/31/1987  0.2642   1
 1987  4 01  4/01/1987  0.2641   1
 1987  4 02  4/02/1987  0.2639   1
 1987  4 03  4/03/1987  0.2642   1
 1987  4 04  4/04/1987  0.2638   1
 1987  4 05  4/05/1987  0.2640   1
 1987  4 06  4/06/1987  0.2644   1
 1987  4 07  4/07/1987  0.2645   1
 1987  4 08  4/08/1987  0.2652   1
 1987  4 09  4/09/1987  0.2656   1
 1987  4 10  4/10/1987  0.2665   1
 1987  4 11  4/11/1987  0.2668   1
 1987  4 12  4/12/1987  0.2669   1
 1987  4 13  4/13/1987  0.2676   1
 1987  4 14  4/14/1987  0.2678   1
 1987  4 15  4/15/1987  0.2678   1
 1987  4 16  4/16/1987  0.2675   1
 1987  4 17  4/17/1987  0.2673   1
 1987  4 18  4/18/1987  0.2668   1
 1987  4 19  4/19/1987  0.2662   1
 1987  4 20  4/20/1987  0.2652   1
 1987  4 21  4/21/1987  0.2649   1
 1987  4 22  4/22/1987  0.2649   1
 1987  4 23  4/23/1987  0.2647   1
 1987  4 24  4/24/1987  0.2650   1
 1987  4 25  4/25/1987  0.2649   1
 1987  4 26  4/26/1987  0.2645   1
 1987  4 27  4/27/1987  0.2643   1
 1987  4 28  4/28/1987  0.2643   1
 1987  4 29  4/29/1987  0.2644   1
 1987  4 30  4/30/1987  0.2646   1
 1987  5 01  5/01/1987  0.2650   1
 1987  5 02  5/02/1987  0.2649   1
 1987  5 03  5/03/1987  0.2648   1
 1987  5 04  5/04/1987  0.2649   1
 1987  5 05  5/05/1987  0.2654   1
 1987  5 06  5/06/1987  0.2660   1
 1987  5 07  5/07/1987  0.2665   1
 1987  5 08  5/08/1987  0.2668   1
 1987  5 09  5/09/1987  0.2672   1
 1987  5 10  5/10/1987  0.2675   1
 1987  5 11  5/11/1987  0.2677   1
 1987  5 12  5/12/1987  0.2676   1
 1987  5 13  5/13/1987  0.2670   1
 1987  5 14  5/14/1987  0.2665   1
 1987  5 15  5/15/1987  0.2665   1
 1987  5 16  5/16/1987  0.2666   1
 1987  5 17  5/17/1987  0.2667   1
 1987  5 18  5/18/1987  0.2666   1
 1987  5 19  5/19/1987  0.2668   1
 1987  5 20  5/20/1987  0.2666   1
 1987  5 21  5/21/1987  0.2664   1
 1987  5 22  5/22/1987  0.2665   1
 1987  5 23  5/23/1987  0.2666   1
 1987  5 24  5/24/1987  0.2667   1
 1987  5 25  5/25/1987  0.2664   1
 1987  5 26  5/26/1987  0.2661   1
 1987  5 27  5/27/1987  0.2653   1
 1987  5 28  5/28/1987  0.2647   1
 1987  5 29  5/29/1987  0.2646   1
 1987  5 30  5/30/1987  0.2646   1
 1987  5 31  5/31/1987  0.2644   1
 1987  6 01  6/01/1987  0.2647   1
 1987  6 02  6/02/1987  0.2649   1
 1987  6 03  6/03/1987  0.2649   1
 1987  6 04  6/04/1987  0.2651   1
 1987  6 05  6/05/1987  0.2655   1
 1987  6 06  6/06/1987  0.2657   1
 1987  6 07  6/07/1987  0.2659   1
 1987  6 08  6/08/1987  0.2662   1
 1987  6 09  6/09/1987  0.2661   1
 1987  6 10  6/10/1987  0.2657   1
 1987  6 11  6/11/1987  0.2658   1
 1987  6 12  6/12/1987  0.2658   1
 1987  6 13  6/13/1987  0.2660   1
 1987  6 14  6/14/1987  0.2661   1
 1987  6 15  6/15/1987  0.2662   1
 1987  6 16  6/16/1987  0.2660   1
 1987  6 17  6/17/1987  0.2661   1
 1987  6 18  6/18/1987  0.2663   1
 1987  6 19  6/19/1987  0.2667   1
 1987  6 20  6/20/1987  0.2665   1
 1987  6 21  6/21/1987  0.2668   1
 1987  6 22  6/22/1987  0.2667   1
 1987  6 23  6/23/1987  0.2662   1
 1987  6 24  6/24/1987  0.2659   1
 1987  6 25  6/25/1987  0.2656   1
 1987  6 26  6/26/1987  -999.0   0
 1987  6 27  6/27/1987  0.2654   1
 1987  6 28  6/28/1987  0.2653   1
 1987  6 29  6/29/1987  0.2651   1
 1987  6 30  6/30/1987  0.2653   1
 1987  7 01  7/01/1987  0.2651   1
 1987  7 02  7/02/1987  0.2650   1
 1987  7 03  7/03/1987  0.2652   1
 1987  7 04  7/04/1987  0.2654   1
 1987  7 05  7/05/1987  0.2653   1
 1987  7 06  7/06/1987  0.2650   1
 1987  7 07  7/07/1987  0.2652   1
 1987  7 08  7/08/1987  0.2649   1
 1987  7 09  7/09/1987  -999.0   0
 1987  7 10  7/10/1987  0.2646   1
 1987  7 11  7/11/1987  -999.0   0
 1987  7 12  7/12/1987  -999.0   0
 1987  7 13  7/13/1987  0.2648   1
 1987  7 14  7/14/1987  0.2648   1
 1987  7 15  7/15/1987  0.2653   1
 1987  7 16  7/16/1987  0.2657   1
 1987  7 17  7/17/1987  0.2659   1
 1987  7 18  7/18/1987  0.2662   1
 1987  7 19  7/19/1987  -999.0   0
 1987  7 20  7/20/1987  0.2667   1
 1987  7 21  7/21/1987  0.2673   1
 1987  7 22  7/22/1987  0.2680   1
 1987  7 23  7/23/1987  0.2686   1
 1987  7 24  7/24/1987  0.2691   1
 1987  7 25  7/25/1987  0.2690   1
 1987  7 26  7/26/1987  0.2688   1
 1987  7 27  7/27/1987  0.2685   1
 1987  7 28  7/28/1987  -999.0   0
 1987  7 29  7/29/1987  0.2680   1
 1987  7 30  7/30/1987  0.2679   1
 1987  7 31  7/31/1987  0.2675   1
 1987  8 01  8/01/1987  0.2671   1
 1987  8 02  8/02/1987  0.2663   1
 1987  8 03  8/03/1987  0.2661   1
 1987  8 04  8/04/1987  0.2659   1
 1987  8 05  8/05/1987  0.2653   1
 1987  8 06  8/06/1987  0.2652   1
 1987  8 07  8/07/1987  0.2652   1
 1987  8 08  8/08/1987  0.2653   1
 1987  8 09  8/09/1987  0.2654   1
 1987  8 10  8/10/1987  -999.0   0
 1987  8 11  8/11/1987  0.2661   1
 1987  8 12  8/12/1987  0.2661   1
 1987  8 13  8/13/1987  0.2664   1
 1987  8 14  8/14/1987  0.2670   1
 1987  8 15  8/15/1987  0.2675   1
 1987  8 16  8/16/1987  0.2679   1
 1987  8 17  8/17/1987  0.2679   1
 1987  8 18  8/18/1987  0.2681   1
 1987  8 19  8/19/1987  0.2679   1
 1987  8 20  8/20/1987  0.2679   1
 1987  8 21  8/21/1987  0.2680   1
 1987  8 22  8/22/1987  0.2676   1
 1987  8 23  8/23/1987  0.2674   1
 1987  8 24  8/24/1987  0.2671   1
 1987  8 25  8/25/1987  0.2668   1
 1987  8 26  8/26/1987  0.2665   1
 1987  8 27  8/27/1987  0.2663   1
 1987  8 28  8/28/1987  0.2660   1
 1987  8 29  8/29/1987  0.2659   1
 1987  8 30  8/30/1987  0.2658   1
 1987  8 31  8/31/1987  -999.0   0
 1987  9 01  9/01/1987  0.2662   1
 1987  9 02  9/02/1987  0.2660   1
 1987  9 03  9/03/1987  0.2662   1
 1987  9 04  9/04/1987  0.2664   1
 1987  9 05  9/05/1987  0.2664   1
 1987  9 06  9/06/1987  0.2664   1
 1987  9 07  9/07/1987  0.2664   1
 1987  9 08  9/08/1987  0.2663   1
 1987  9 09  9/09/1987  0.2663   1
 1987  9 10  9/10/1987  0.2666   1
 1987  9 11  9/11/1987  0.2670   1
 1987  9 12  9/12/1987  0.2670   1
 1987  9 13  9/13/1987  0.2670   1
 1987  9 14  9/14/1987  0.2669   1
 1987  9 15  9/15/1987  0.2670   1
 1987  9 16  9/16/1987  0.2669   1
 1987  9 17  9/17/1987  0.2671   1
 1987  9 18  9/18/1987  0.2669   1
 1987  9 19  9/19/1987  0.2670   1
 1987  9 20  9/20/1987  0.2668   1
 1987  9 21  9/21/1987  0.2666   1
 1987  9 22  9/22/1987  0.2658   1
 1987  9 23  9/23/1987  0.2656   1
 1987  9 24  9/24/1987  0.2655   1
 1987  9 25  9/25/1987  0.2654   1
 1987  9 26  9/26/1987  0.2652   1
